file_date,tx_date,full_name,order_type,ticker,tx_estimate,prior_1m_return,prior_1m_volatility,log_tx_estimate,alpha_generated,price_at_file_date,spy_price_file_date,spy_price_1m_after_file_date,price_file_date,price_1m_after_file_date
2014-01-31,2014-01-24,Susan M Collins,0,GE,1001,-0.10348575819583672,0.011196408721740818,6.90975328164481,True,99.73934936523438,146.38926696777344,153.0522003173828,99.73934936523438,101.97200012207031
2014-01-31,2014-01-29,Susan M Collins,1,MSFT,1001,-0.01689487813299828,0.015620644270087282,6.90975328164481,True,31.563627243041992,146.38926696777344,153.0522003173828,31.563627243041992,32.19529724121094
2014-01-31,2014-01-29,Susan M Collins,0,C,1001,-0.07395981779309813,0.017597937823849295,6.90975328164481,True,36.03465270996094,146.38926696777344,153.0522003173828,36.03465270996094,36.94634246826172
2014-01-31,2014-01-24,Susan M Collins,1,CRM,1001,0.06472202364209312,0.018063012725628488,6.90975328164481,True,60.193790435791016,146.38926696777344,153.0522003173828,60.193790435791016,62.0235710144043
2014-01-31,2014-01-28,Susan M Collins,0,EBAY,1001,-0.01573783563785025,0.014564108353546911,6.90975328164481,False,20.140058517456055,146.38926696777344,153.0522003173828,20.140058517456055,22.248706817626953
2014-01-31,2014-01-29,Susan M Collins,0,C,1001,-0.07395981779309813,0.017597937823849295,6.90975328164481,True,36.03465270996094,146.38926696777344,153.0522003173828,36.03465270996094,36.94634246826172
2014-01-31,2014-01-24,Susan M Collins,1,FB,1001,0.0,0.0,6.90975328164481,False,,146.38926696777344,153.0522003173828,,
2014-02-05,2014-01-30,Susan M Collins,0,REGN,1001,0.06441650941788546,0.03503867847596338,6.90975328164481,False,281.5382080078125,143.91624450683594,154.6707305908203,281.5382080078125,327.6888732910156
2014-02-05,2014-01-30,Susan M Collins,0,CELG,1001,0.0,0.0,6.90975328164481,False,,143.91624450683594,154.6707305908203,,
2014-02-05,2014-01-30,Susan M Collins,1,CVS,1001,-0.05093194271935564,0.009595898883034686,6.90975328164481,True,48.79334259033203,143.91624450683594,154.6707305908203,48.79334259033203,54.78811264038086
2014-02-05,2014-01-30,Susan M Collins,1,MSFT,1001,-0.014702283271590733,0.015658418265092334,6.90975328164481,True,29.878671646118164,143.91624450683594,154.6707305908203,29.878671646118164,31.85072898864746
2014-02-05,2014-01-30,Susan M Collins,1,HON,1001,0.0036116728311685886,0.010062042670605483,6.90975328164481,False,67.7348403930664,143.91624450683594,154.6707305908203,67.7348403930664,72.50572204589844
2014-02-05,2014-01-30,Susan M Collins,0,GM,1001,-0.09860539126829793,0.015039247347770998,6.90975328164481,True,26.48354721069336,143.91624450683594,154.6707305908203,26.48354721069336,28.324766159057617
2014-02-11,2014-02-06,Susan M Collins,1,CMCSA,1001,0.02271412197338174,0.01432746058192602,6.90975328164481,False,21.684886932373047,149.51126098632812,152.1403045654297,21.684886932373047,19.894893646240234
2014-02-11,2014-02-06,Susan M Collins,1,HON,1001,0.0037443689156921867,0.012178547280493389,6.90975328164481,False,71.18997192382812,149.51126098632812,152.1403045654297,71.18997192382812,70.5380859375
2014-02-11,2014-02-04,Susan M Collins,0,BA,1001,-0.1182719317905151,0.01724343638510899,6.90975328164481,True,111.2440414428711,149.51126098632812,152.1403045654297,111.2440414428711,104.76346588134766
2014-02-11,2014-02-06,Susan M Collins,1,MCK,1001,0.06531532294307096,0.02003131203758025,6.90975328164481,False,160.82635498046875,149.51126098632812,152.1403045654297,160.82635498046875,168.9595947265625
2014-02-11,2014-02-06,Susan M Collins,0,CVX,1001,-0.11033799162783453,0.01238064550277836,6.90975328164481,True,70.77982330322266,149.51126098632812,152.1403045654297,70.77982330322266,71.95552062988281
2014-02-11,2014-02-07,Susan M Collins,0,BA,1001,-0.09799742620497598,0.018829150256907536,6.90975328164481,True,111.2440414428711,149.51126098632812,152.1403045654297,111.2440414428711,104.76346588134766
2014-02-11,2014-01-31,Susan M Collins,0,GE,1001,-0.08618183945713775,0.011871067318863237,6.90975328164481,True,100.93002319335938,149.51126098632812,152.1403045654297,100.93002319335938,101.45155334472656
2014-02-11,2014-02-04,Susan M Collins,1,CP,1001,0.006373866890011959,0.01989377098970164,6.90975328164481,False,27.8526611328125,149.51126098632812,152.1403045654297,27.8526611328125,28.19676971435547
2014-02-11,2014-02-04,Susan M Collins,1,FB,1001,0.0,0.0,6.90975328164481,False,,149.51126098632812,152.1403045654297,,
2014-02-11,2014-02-06,Susan M Collins,1,MSFT,1001,-0.0063167542451506575,0.017880440670852146,6.90975328164481,False,31.004751205444336,149.51126098632812,152.1403045654297,31.004751205444336,31.842336654663086
2014-02-14,2014-02-12,Susan M Collins,0,LNKD,1001,0.0,0.0,6.90975328164481,False,,151.18724060058594,151.7130584716797,,
2014-02-14,2014-02-11,Susan M Collins,1,CRM,1001,0.08930805815412257,0.024943255013153563,6.90975328164481,False,62.4511833190918,151.18724060058594,151.7130584716797,62.4511833190918,57.836952209472656
2014-02-14,2014-02-11,Susan M Collins,0,NWSA,1001,0.04548136549735915,0.024135832620121728,6.90975328164481,True,15.579296112060547,151.18724060058594,151.7130584716797,15.579296112060547,15.359000205993652
2014-02-25,2014-02-19,Susan M Collins,1,FB,1001,0.0,0.0,6.90975328164481,False,,151.86097717285156,152.31668090820312,,
2014-02-25,2014-02-13,Susan M Collins,1,MCK,1001,0.04896375472057368,0.012191334011915684,6.90975328164481,True,162.36990356445312,151.86097717285156,152.31668090820312,162.36990356445312,159.2535400390625
2014-02-27,2014-01-31,Sheldon Whitehouse,0,CLX,15001,-0.023900532788100448,0.007201361794342847,9.615938804529582,True,63.941734313964844,152.66610717773438,153.06756591796875,63.941734313964844,64.91446685791016
2014-02-27,2014-02-10,Sheldon Whitehouse,0,AAPL,15001,-0.006670415667835439,0.02297648373161964,9.615938804529582,True,16.521268844604492,152.66610717773438,153.06756591796875,16.521268844604492,16.80900764465332
2014-02-27,2014-02-10,Sheldon Whitehouse,0,EMR,1001,-0.04496676357675089,0.014274125462158607,6.90975328164481,True,48.133548736572266,152.66610717773438,153.06756591796875,48.133548736572266,49.2474479675293
2014-02-27,2014-02-10,Sheldon Whitehouse,0,GIS,15001,-0.010244136351689859,0.01011407918670905,9.615938804529582,False,34.32744598388672,152.66610717773438,153.06756591796875,34.32744598388672,35.375614166259766
2014-02-27,2014-02-10,Sheldon Whitehouse,0,NSRGY,15001,0.025553576093228392,0.012123068489913123,9.615938804529582,True,56.236419677734375,152.66610717773438,153.06756591796875,56.236419677734375,56.13895797729492
2014-02-27,2014-01-29,Sheldon Whitehouse,0,BA,15001,-0.04517354421496844,0.01670943564094217,9.615938804529582,True,110.49628448486328,152.66610717773438,153.06756591796875,110.49628448486328,106.97236633300781
2014-02-27,2014-01-29,Sheldon Whitehouse,0,SYMC,15001,0.0,0.0,9.615938804529582,False,,152.66610717773438,153.06756591796875,,
2014-02-27,2014-02-10,Sheldon Whitehouse,1,NEE,15001,0.05376151745774904,0.011088826770144618,9.615938804529582,False,17.01581573486328,152.66610717773438,153.06756591796875,17.01581573486328,17.793527603149414
2014-02-27,2014-02-10,Sheldon Whitehouse,1,CMRE,15001,0.0957533919458955,0.022559683224152704,9.615938804529582,True,10.107500076293945,152.66610717773438,153.06756591796875,10.107500076293945,10.774877548217773
2014-02-27,2014-01-29,Sheldon Whitehouse,1,LNKD,1001,0.0,0.0,6.90975328164481,False,,152.66610717773438,153.06756591796875,,
