file_date,tx_date,full_name,order_type,ticker,tx_estimate,one_month_before,prior_1m_return,prior_1m_volatility,log_tx_estimate,alpha_generated,price_at_file_date
2014-01-31,2014-01-24,Susan M Collins,0,GE,1001,2013-12-25,-0.1034857581958367,0.0111964087217408,6.90975328164481,True,99.73934936523438
2014-01-31,2014-01-29,Susan M Collins,1,MSFT,1001,2013-12-30,-0.0168948781329982,0.0156206442700872,6.90975328164481,True,31.563627243041992
2014-01-31,2014-01-29,Susan M Collins,0,C,1001,2013-12-30,-0.0739598177930981,0.0175979378238492,6.90975328164481,True,36.03465270996094
2014-01-31,2014-01-24,Susan M Collins,1,CRM,1001,2013-12-25,0.0647220236420931,0.0180630127256284,6.90975328164481,True,60.193790435791016
2014-01-31,2014-01-28,Susan M Collins,0,EBAY,1001,2013-12-29,-0.0157378356378502,0.0145641083535469,6.90975328164481,False,20.140058517456055
2014-01-31,2014-01-29,Susan M Collins,0,C,1001,2013-12-30,-0.0739598177930981,0.0175979378238492,6.90975328164481,True,36.03465270996094
2014-01-31,2014-01-24,Susan M Collins,1,FB,1001,2013-12-25,0.0,0.0,6.90975328164481,False,
2014-02-05,2014-01-30,Susan M Collins,0,GM,1001,2013-12-31,-0.0986053912682979,0.0150392473477709,6.90975328164481,True,26.48354721069336
2014-02-05,2014-01-30,Susan M Collins,1,HON,1001,2013-12-31,0.0036116728311685,0.0100620426706054,6.90975328164481,False,67.7348403930664
2014-02-05,2014-01-30,Susan M Collins,1,MSFT,1001,2013-12-31,-0.0147022832715907,0.0156584182650923,6.90975328164481,True,29.878671646118164
2014-02-05,2014-01-30,Susan M Collins,0,CELG,1001,2013-12-31,0.0,0.0,6.90975328164481,False,
2014-02-05,2014-01-30,Susan M Collins,0,REGN,1001,2013-12-31,0.0644165094178854,0.0350386784759633,6.90975328164481,False,281.5382080078125
2014-02-05,2014-01-30,Susan M Collins,1,CVS,1001,2013-12-31,-0.0509319427193556,0.0095958988830346,6.90975328164481,True,48.79334259033203
2014-02-11,2014-01-31,Susan M Collins,0,GE,1001,2014-01-01,-0.0861818394571377,0.0118710673188632,6.90975328164481,True,100.93002319335938
2014-02-11,2014-02-06,Susan M Collins,1,MSFT,1001,2014-01-07,-0.0063167542451506,0.0178804406708521,6.90975328164481,False,31.004751205444336
2014-02-11,2014-02-04,Susan M Collins,1,FB,1001,2014-01-05,0.0,0.0,6.90975328164481,False,
2014-02-11,2014-02-04,Susan M Collins,1,CP,1001,2014-01-05,0.0063738668900119,0.0198937709897016,6.90975328164481,False,27.8526611328125
2014-02-11,2014-02-07,Susan M Collins,0,BA,1001,2014-01-08,-0.0979974262049759,0.0188291502569075,6.90975328164481,True,111.2440414428711
2014-02-11,2014-02-06,Susan M Collins,0,CVX,1001,2014-01-07,-0.1103379916278345,0.0123806455027783,6.90975328164481,True,70.77982330322266
2014-02-11,2014-02-06,Susan M Collins,1,MCK,1001,2014-01-07,0.0653153229430709,0.0200313120375802,6.90975328164481,False,160.82635498046875
2014-02-11,2014-02-04,Susan M Collins,0,BA,1001,2014-01-05,-0.1182719317905151,0.0172434363851089,6.90975328164481,True,111.2440414428711
2014-02-11,2014-02-06,Susan M Collins,1,HON,1001,2014-01-07,0.0037443689156921,0.0121785472804933,6.90975328164481,False,71.18997192382812
2014-02-11,2014-02-06,Susan M Collins,1,CMCSA,1001,2014-01-07,0.0227141219733817,0.014327460581926,6.90975328164481,False,21.684886932373047
2014-02-14,2014-02-12,Susan M Collins,0,LNKD,1001,2014-01-13,0.0,0.0,6.90975328164481,False,
2014-02-14,2014-02-11,Susan M Collins,1,CRM,1001,2014-01-12,0.0893080581541225,0.0249432550131535,6.90975328164481,False,62.4511833190918
2014-02-14,2014-02-11,Susan M Collins,0,NWSA,1001,2014-01-12,0.0454813654973591,0.0241358326201217,6.90975328164481,True,15.579296112060547
2014-02-25,2014-02-19,Susan M Collins,1,FB,1001,2014-01-20,0.0,0.0,6.90975328164481,False,
2014-02-25,2014-02-13,Susan M Collins,1,MCK,1001,2014-01-14,0.0489637547205736,0.0121913340119156,6.90975328164481,True,162.36990356445312
2014-02-27,2014-02-10,Sheldon Whitehouse,1,V,15001,2014-01-11,0.0075381288240774,0.0193669874373721,9.615938804529582,False,52.35755920410156
2014-02-27,2014-02-21,Rafael E Cruz,1,EPD,50001,2014-01-22,0.0055929533041192,0.0090091567702736,10.819818283610305,True,16.15956687927246
2014-02-27,2014-02-06,Rafael E Cruz,1,BFK,15001,2014-01-07,0.0050027449798162,0.0071014435800113,9.615938804529582,False,7.242182731628418
2014-02-27,2014-01-31,Sheldon Whitehouse,1,LOW,1001,2014-01-01,-0.0602022425713798,0.0112391735510766,6.90975328164481,True,41.7570915222168
2014-02-27,2014-01-29,Sheldon Whitehouse,1,LNKD,1001,2013-12-30,0.0,0.0,6.90975328164481,False,
2014-02-27,2014-02-10,Sheldon Whitehouse,1,CMRE,15001,2014-01-11,0.0957533919458955,0.0225596832241527,9.615938804529582,True,10.107500076293945
2014-02-27,2014-02-10,Sheldon Whitehouse,1,NEE,15001,2014-01-11,0.053761517457749,0.0110888267701446,9.615938804529582,False,17.01581573486328
2014-02-27,2014-01-29,Sheldon Whitehouse,0,SYMC,15001,2013-12-30,0.0,0.0,9.615938804529582,False,
2014-02-27,2014-01-29,Sheldon Whitehouse,0,BA,15001,2013-12-30,-0.0451735442149684,0.0167094356409421,9.615938804529582,True,110.49628448486328
2014-02-27,2014-02-10,Sheldon Whitehouse,0,NSRGY,15001,2014-01-11,0.0255535760932283,0.0121230684899131,9.615938804529582,True,56.236419677734375
2014-02-27,2014-02-10,Sheldon Whitehouse,0,GIS,15001,2014-01-11,-0.0102441363516898,0.010114079186709,9.615938804529582,False,34.32744598388672
