file_date,tx_date,full_name,order_type,ticker,tx_estimate,prior_1m_return,prior_1m_volatility,log_tx_estimate,alpha_generated,price_at_file_date,spy_price_file_date,spy_price_1m_after_file_date,price_file_date,price_1m_after_file_date,alpha_generated_90,spy_price90_after_file_date,relative_tx_size,momentum_factor
2014-01-31,2014-01-24,Susan M Collins,0,GE,1001,-0.10348575819583672,0.011196408721740818,6.90975328164481,True,99.73934936523438,146.38926696777344,153.0522003173828,99.73934936523438,107.17670440673828,True,155.4111328125,89395.68295443791,-0.0011586688456398275
2014-01-31,2014-01-29,Susan M Collins,1,MSFT,1001,-0.01689487813299828,0.015620644270087282,6.90975328164481,True,31.563627243041992,146.38926696777344,153.0522003173828,31.563627243041992,33.615543365478516,True,155.4111328125,64077.76177036243,-0.0002639088813020425
2014-01-31,2014-01-29,Susan M Collins,0,C,1001,-0.07395981779309813,0.017597937823849295,6.90975328164481,True,36.03465270996094,146.38926696777344,153.0522003173828,36.03465270996094,36.292945861816406,True,155.4111328125,56878.432665606066,-0.0013015402749861637
2014-01-31,2014-01-24,Susan M Collins,1,CRM,1001,0.06472202364209312,0.018063012725628488,6.90975328164481,True,60.193790435791016,146.38926696777344,153.0522003173828,60.193790435791016,51.79072570800781,True,155.4111328125,55414.04422173717,0.0011690747366755558
2014-01-31,2014-01-28,Susan M Collins,0,EBAY,1001,-0.01573783563785025,0.014564108353546911,6.90975328164481,False,20.140058517456055,146.38926696777344,153.0522003173828,20.140058517456055,19.568418502807617,False,155.4111328125,68725.88762830834,-0.00022920754347996312
2014-01-31,2014-01-29,Susan M Collins,0,C,1001,-0.07395981779309813,0.017597937823849295,6.90975328164481,True,36.03465270996094,146.38926696777344,153.0522003173828,36.03465270996094,36.292945861816406,True,155.4111328125,56878.432665606066,-0.0013015402749861637
2014-01-31,2014-01-24,Susan M Collins,1,FB,1001,0.0,0.0,6.90975328164481,False,,146.38926696777344,153.0522003173828,,,False,155.4111328125,1001000000.0,0.0
2014-02-05,2014-01-30,Susan M Collins,0,GM,1001,-0.09860539126829793,0.015039247347770998,6.90975328164481,True,26.48354721069336,143.91624450683594,154.6707305908203,26.48354721069336,26.34716033935547,True,154.13209533691406,66554.75650460966,-0.001482950869107671
2014-02-05,2014-01-30,Susan M Collins,1,HON,1001,0.0036116728311685886,0.010062042670605483,6.90975328164481,False,67.7348403930664,143.91624450683594,154.6707305908203,67.7348403930664,69.5732421875,False,154.13209533691406,99472.8962964609,3.634080613948485e-05
2014-02-05,2014-01-30,Susan M Collins,1,MSFT,1001,-0.014702283271590733,0.015658418265092334,6.90975328164481,True,29.878671646118164,143.91624450683594,154.6707305908203,29.878671646118164,32.825584411621094,True,154.13209533691406,63923.191976512266,-0.0002302145009184378
2014-02-05,2014-01-30,Susan M Collins,0,CELG,1001,0.0,0.0,6.90975328164481,False,,143.91624450683594,154.6707305908203,,,False,154.13209533691406,1001000000.0,0.0
