file_date,tx_date,full_name,order_type,ticker,tx_estimate,one_month_before,prior_1m_return,prior_1m_volatility,log_tx_estimate,alpha_generated,price_at_file_date,spy_price_now,spy_price_1m_later,price_now,price_1m_later
2014-01-31,2014-01-24,Susan M Collins,0,GE,1001,2013-12-25,-0.1034857581958367,0.0111964087217408,6.90975328164481,True,99.73934936523438,146.97256469726562,151.08047485351562,99.02494049072266,99.8501205444336
2014-01-31,2014-01-29,Susan M Collins,1,MSFT,1001,2013-12-30,-0.0168948781329982,0.0156206442700872,6.90975328164481,True,31.563627243041992,145.70730590820312,153.0522003173828,30.5793399810791,32.19529724121094
2014-01-31,2014-01-29,Susan M Collins,0,C,1001,2013-12-30,-0.0739598177930981,0.0175979378238492,6.90975328164481,True,36.03465270996094,145.70730590820312,153.0522003173828,36.520896911621094,36.94634246826172
2014-01-31,2014-01-24,Susan M Collins,1,CRM,1001,2013-12-25,0.0647220236420931,0.0180630127256284,6.90975328164481,True,60.193790435791016,146.97256469726562,151.08047485351562,58.075626373291016,63.23679733276367
2014-01-31,2014-01-28,Susan M Collins,0,EBAY,1001,2013-12-29,-0.0157378356378502,0.0145641083535469,6.90975328164481,False,20.140058517456055,147.1204376220703,152.66610717773438,20.12491798400879,22.085926055908203
2014-01-31,2014-01-29,Susan M Collins,0,C,1001,2013-12-30,-0.0739598177930981,0.0175979378238492,6.90975328164481,True,36.03465270996094,145.70730590820312,153.0522003173828,36.520896911621094,36.94634246826172
2014-01-31,2014-01-24,Susan M Collins,1,FB,1001,2013-12-25,0.0,0.0,6.90975328164481,False,,146.97256469726562,151.08047485351562,,
2014-02-05,2014-01-30,Susan M Collins,1,CVS,1001,2013-12-31,-0.0509319427193556,0.0095958988830346,6.90975328164481,True,48.79334259033203,147.2518768310547,153.0522003173828,50.441162109375,54.53460693359375
2014-02-05,2014-01-30,Susan M Collins,0,REGN,1001,2013-12-31,0.0644165094178854,0.0350386784759633,6.90975328164481,False,281.5382080078125,147.2518768310547,153.0522003173828,292.593994140625,332.0732727050781
2014-02-05,2014-01-30,Susan M Collins,0,CELG,1001,2013-12-31,0.0,0.0,6.90975328164481,False,,147.2518768310547,153.0522003173828,,
2014-02-05,2014-01-30,Susan M Collins,1,HON,1001,2013-12-31,0.0036116728311685,0.0100620426706054,6.90975328164481,False,67.7348403930664,147.2518768310547,153.0522003173828,69.330078125,71.74601745605469
2014-02-05,2014-01-30,Susan M Collins,0,GM,1001,2013-12-31,-0.0986053912682979,0.0150392473477709,6.90975328164481,True,26.48354721069336,147.2518768310547,153.0522003173828,27.685977935791016,27.205005645751953
2014-02-05,2014-01-30,Susan M Collins,1,MSFT,1001,2013-12-31,-0.0147022832715907,0.0156584182650923,6.90975328164481,True,29.878671646118164,147.2518768310547,153.0522003173828,30.746171951293945,32.19529724121094
2014-02-11,2014-02-06,Susan M Collins,1,MCK,1001,2014-01-07,0.0653153229430709,0.0200313120375802,6.90975328164481,False,160.82635498046875,145.8140869140625,154.6707305908203,158.39170837402344,167.80958557128906
2014-02-11,2014-02-06,Susan M Collins,1,CMCSA,1001,2014-01-07,0.0227141219733817,0.014327460581926,6.90975328164481,False,21.684886932373047,145.8140869140625,154.6707305908203,21.302440643310547,20.356189727783203
